work_order_id,created_at,completed_at,category,priority,site,technician,resolution_hours,sla_target_hours,sla_met,downtime_hours,labor_cost,material_cost,total_cost,month
WO-00990,2026-06-01 14:00:00,2026-06-02 10:22:31.639098147,HVAC,Medium,Warehouse,Tech D,20.4,48,1,0.9,645.88,0.0,779.79,2026-06
WO-00991,2026-02-23 08:00:00,2026-02-23 09:10:54.573552802,HVAC,Low,Utility Room,Tech D,1.2,72,1,0.5,50.32,284.6,412.1,2026-02
WO-00992,2026-04-13 03:00:00,2026-04-13 17:47:20.626469288,HVAC,High,Warehouse,Tech E,14.8,24,1,4.3,737.05,155.91,1537.5,2026-04
WO-00993,2026-04-05 21:00:00,2026-04-07 17:05:24.267094980,General Maintenance,Low,Production A,Tech D,44.1,72,1,2.9,2069.72,0.0,2501.32,2026-04
WO-00994,2026-06-03 15:00:00,2026-06-05 04:52:43.030949469,Plumbing,Low,Production A,Tech B,37.9,72,1,1.3,1224.85,65.62,1491.07,2026-06
WO-00995,2026-03-26 20:00:00,2026-03-27 04:59:46.416793213,Plumbing,Medium,Production B,Tech E,9.0,48,1,0.1,316.68,33.4,358.35,2026-03
WO-00996,2026-05-07 19:00:00,2026-05-09 00:56:07.469782273,Mechanical,Low,Warehouse,Tech B,29.9,72,1,2.3,1109.46,49.33,1498.91,2026-05
WO-00997,2026-01-04 09:00:00,2026-01-04 14:27:08.690156692,Electrical,High,Utility Room,Tech A,5.5,24,1,1.5,244.37,44.36,515.98,2026-01
WO-00998,2026-01-13 09:00:00,2026-01-14 06:10:20.600760471,Mechanical,High,Warehouse,Tech A,21.2,24,1,5.5,895.89,65.4,1793.08,2026-01
WO-00999,2026-05-05 01:00:00,2026-05-06 04:31:59.359719601,Electrical,Low,Production B,Tech B,27.5,72,1,1.6,1349.17,217.16,1812.96,2026-05
WO-01000,2026-04-13 14:00:00,2026-04-14 08:22:34.270729868,Mechanical,High,Production A,Tech A,18.4,24,1,2.9,905.9,146.76,1481.31,2026-04
WO-01001,2026-06-25 11:00:00,2026-06-26 20:40:07.924248678,HVAC,Medium,Utility Room,Tech D,33.7,48,1,2.1,1637.15,127.03,2077.51,2026-06
WO-01002,2026-01-24 08:00:00,2026-01-25 00:23:16.893517411,Plumbing,Medium,Production A,Tech D,16.4,48,1,0.6,764.82,0.0,855.08,2026-01
WO-01003,2026-01-09 20:00:00,2026-01-10 13:17:03.052404199,HVAC,High,Office,Tech E,17.3,24,1,4.0,495.3,388.47,1486.58,2026-01
WO-01004,2026-05-19 00:00:00,2026-05-19 11:33:32.215729137,HVAC,Medium,Production B,Tech B,11.6,48,1,0.2,445.47,185.15,666.94,2026-05
WO-01005,2026-06-17 08:00:00,2026-06-20 20:46:59.157388343,Electrical,Low,Production A,Tech E,84.8,72,0,3.9,3404.1,125.35,4121.11,2026-06
WO-01006,2026-03-02 20:00:00,2026-03-05 01:31:35.078126711,Electrical,Low,Warehouse,Tech E,53.5,72,1,2.8,1893.47,233.54,2553.69,2026-03
WO-01007,2026-04-09 02:00:00,2026-04-09 23:50:08.120279572,Plumbing,Low,Utility Room,Tech D,21.8,72,1,0.9,804.63,72.74,1009.61,2026-04
WO-01008,2026-02-18 08:00:00,2026-02-21 10:53:18.530290639,HVAC,Low,Production A,Tech D,74.9,72,0,3.0,2723.04,41.84,3208.91,2026-02
WO-01009,2026-02-08 19:00:00,2026-02-08 22:37:43.326542119,HVAC,High,Production A,Tech E,3.6,24,1,0.1,160.04,76.82,254.65,2026-02
WO-01010,2026-02-18 05:00:00,2026-02-18 12:59:34.994740556,HVAC,High,Warehouse,Tech E,8.0,24,1,3.3,405.07,42.4,947.73,2026-02
WO-01011,2026-04-08 12:00:00,2026-04-08 14:27:42.707677014,General Maintenance,High,Warehouse,Tech D,2.5,24,1,0.2,86.03,36.52,151.52,2026-04
WO-01012,2026-04-02 14:00:00,2026-04-02 20:43:47.334414419,Plumbing,Low,Utility Room,Tech A,6.7,72,1,0.0,273.58,0.0,273.58,2026-04
WO-01013,2026-02-24 11:00:00,2026-02-25 03:33:49.483351562,HVAC,High,Production A,Tech D,16.6,24,1,4.6,853.6,336.46,1886.67,2026-02
WO-01014,2026-04-12 23:00:00,2026-04-13 08:47:00.923438950,HVAC,Medium,Production B,Tech A,9.8,48,1,1.7,422.25,272.13,955.17,2026-04
WO-01015,2026-04-05 10:00:00,2026-04-05 12:21:50.335665605,HVAC,Critical,Production A,Tech A,2.4,8,1,0.0,91.51,122.3,213.81,2026-04
WO-01016,2026-06-15 09:00:00,2026-06-15 11:45:05.764903117,Plumbing,Critical,Production A,Tech B,2.8,8,1,1.1,131.43,127.76,419.12,2026-06
WO-01017,2026-02-21 20:00:00,2026-02-23 08:36:48.078803171,Plumbing,Medium,Production A,Tech C,36.6,48,1,2.0,1602.67,231.29,2132.41,2026-02
WO-01018,2026-02-12 02:00:00,2026-02-20 09:29:34.172825104,HVAC,Low,Production B,Tech D,199.5,72,0,10.2,11736.66,158.1,13417.77,2026-02
WO-01019,2026-03-31 00:00:00,2026-03-31 22:01:01.473980018,HVAC,Medium,Production A,Tech B,22.0,48,1,0.8,1043.45,438.33,1597.79,2026-03
WO-01020,2026-05-05 13:00:00,2026-05-05 21:41:23.707525273,Electrical,Medium,Office,Tech D,8.7,48,1,0.1,390.79,110.23,516.62,2026-05
WO-01021,2026-02-09 23:00:00,2026-02-10 04:39:19.623892369,HVAC,High,Production A,Tech C,5.7,24,1,3.9,268.87,306.64,1162.34,2026-02
WO-01022,2026-02-01 09:00:00,2026-02-01 12:57:17.131276456,Mechanical,Low,Production B,Tech A,4.0,72,1,0.0,179.61,142.03,326.82,2026-02
WO-01023,2026-03-13 10:00:00,2026-03-13 19:55:43.574024458,Electrical,High,Warehouse,Tech A,9.9,24,1,3.2,380.12,113.21,973.0,2026-03
WO-01024,2026-05-01 15:00:00,2026-05-04 05:04:45.859273481,HVAC,Low,Production A,Tech D,62.1,72,1,3.2,3424.67,177.38,4088.12,2026-05
WO-01025,2026-04-19 18:00:00,2026-04-20 20:26:42.383283038,Mechanical,Medium,Production B,Tech E,26.4,48,1,1.6,1181.17,227.37,1653.42,2026-04
WO-01026,2026-04-01 03:00:00,2026-04-03 11:33:20.024048225,Controls,Medium,Office,Tech D,56.6,48,0,2.8,2156.13,249.97,2832.08,2026-04
WO-01027,2026-03-15 14:00:00,2026-03-15 19:56:48.068818162,HVAC,Critical,Office,Tech B,5.9,8,1,1.7,234.64,0.0,484.24,2026-03
WO-01028,2026-04-08 10:00:00,2026-04-09 12:29:55.299187710,Mechanical,Medium,Production A,Tech A,26.5,48,1,1.2,1210.79,275.28,1668.86,2026-04
WO-01029,2026-02-13 21:00:00,2026-02-14 18:18:31.300414003,Controls,Medium,Production A,Tech E,21.3,48,1,1.4,688.33,162.12,1063.52,2026-02
WO-01030,2026-04-01 00:00:00,2026-04-02 01:07:53.520543931,Electrical,Medium,Production B,Tech C,25.1,48,1,0.4,1128.71,197.81,1381.96,2026-04
WO-01031,2026-01-20 17:00:00,2026-01-22 19:07:02.479754555,General Maintenance,Low,Production B,Tech A,50.1,72,1,3.7,2039.17,33.18,2621.07,2026-01
WO-01032,2026-03-13 01:00:00,2026-03-13 07:07:52.958023143,HVAC,High,Office,Tech C,6.1,24,1,0.7,197.77,255.47,559.03,2026-03
WO-01033,2026-01-01 19:00:00,2026-01-02 21:35:41.991236144,Mechanical,Low,Office,Tech E,26.6,72,1,1.0,891.99,95.96,1144.04,2026-01
WO-01034,2026-06-22 20:00:00,2026-06-23 04:17:46.723620796,Mechanical,High,Office,Tech B,8.3,24,1,1.5,281.91,178.91,683.19,2026-06
WO-01035,2026-06-09 15:00:00,2026-06-10 16:25:07.792664105,Electrical,Medium,Production B,Tech C,25.4,48,1,1.5,893.01,171.79,1292.89,2026-06
WO-01036,2026-02-20 21:00:00,2026-02-21 08:23:46.457374871,HVAC,Medium,Production B,Tech C,11.4,48,1,0.6,460.63,171.75,728.13,2026-02
WO-01037,2026-03-15 16:00:00,2026-03-16 08:43:03.683482941,Electrical,Medium,Production A,Tech A,16.7,48,1,1.2,463.4,66.37,713.34,2026-03
WO-01038,2026-03-22 18:00:00,2026-03-22 21:51:52.408707434,Mechanical,High,Production B,Tech A,3.9,24,1,3.1,157.22,0.0,627.53,2026-03
WO-01039,2026-05-21 21:00:00,2026-05-22 16:05:39.102235372,Controls,Medium,Warehouse,Tech D,19.1,48,1,1.3,862.07,68.63,1132.92,2026-05
WO-01040,2026-05-27 05:00:00,2026-05-27 14:11:22.079549071,Mechanical,High,Utility Room,Tech B,9.2,24,1,1.4,334.63,153.34,699.1,2026-05
WO-01041,2026-04-04 16:00:00,2026-04-05 18:54:42.860231343,Mechanical,Low,Utility Room,Tech D,26.9,72,1,2.1,1147.39,0.0,1465.71,2026-04
WO-01042,2026-05-22 00:00:00,2026-05-23 15:26:58.070587387,Mechanical,Medium,Office,Tech A,39.4,48,1,2.1,1355.99,231.06,1895.42,2026-05
WO-01043,2026-06-27 16:00:00,2026-06-27 23:09:20.764698137,General Maintenance,Medium,Utility Room,Tech C,7.2,48,1,0.5,323.15,47.5,451.96,2026-06
WO-01044,2026-01-04 15:00:00,2026-01-06 05:24:34.044975082,HVAC,Medium,Production A,Tech B,38.4,48,1,2.6,2017.89,389.21,2797.1,2026-01
WO-01045,2026-04-04 19:00:00,2026-04-05 05:06:03.510418713,Plumbing,Medium,Production A,Tech E,10.1,48,1,0.2,518.72,108.96,664.09,2026-04
WO-01046,2026-01-15 11:00:00,2026-01-16 04:19:33.927492269,HVAC,Medium,Production A,Tech E,17.3,48,1,0.3,598.1,209.05,858.38,2026-01
WO-01047,2026-01-30 14:00:00,2026-01-31 08:59:51.943484548,Controls,Low,Production A,Tech C,19.0,72,1,1.0,836.88,167.11,1157.82,2026-01
WO-01048,2026-01-29 18:00:00,2026-01-30 02:05:12.510182480,HVAC,High,Utility Room,Tech C,8.1,24,1,1.7,283.6,345.2,879.63,2026-01
WO-01049,2026-04-04 15:00:00,2026-04-04 19:25:29.407065884,Plumbing,High,Production B,Tech A,4.4,24,1,0.0,151.31,137.35,288.66,2026-04
WO-01050,2026-02-26 20:00:00,2026-02-27 17:44:46.179123843,Mechanical,Medium,Production A,Tech E,21.7,48,1,1.3,868.18,103.28,1162.89,2026-02
WO-01051,2026-04-24 21:00:00,2026-04-25 12:30:00.374130826,HVAC,High,Production B,Tech B,15.5,24,1,2.2,611.51,0.0,946.58,2026-04
WO-01052,2026-04-07 11:00:00,2026-04-08 20:02:27.899741650,General Maintenance,Medium,Production B,Tech E,33.0,48,1,1.2,1071.46,109.77,1356.84,2026-04
WO-01053,2026-02-06 00:00:00,2026-02-06 06:32:57.700880346,Controls,Critical,Production A,Tech A,6.5,8,1,0.2,276.4,169.02,472.54,2026-02
WO-01054,2026-06-12 08:00:00,2026-06-13 12:05:04.781196700,HVAC,Medium,Production A,Tech C,28.1,48,1,1.3,1100.08,296.15,1595.08,2026-06
WO-01055,2026-01-24 23:00:00,2026-01-26 08:47:34.389293034,HVAC,Medium,Production A,Tech A,33.8,48,1,1.6,1353.81,99.84,1686.14,2026-01
WO-01056,2026-06-20 20:00:00,2026-06-21 06:42:59.090837894,General Maintenance,Low,Production B,Tech A,10.7,72,1,0.8,392.0,27.08,532.93,2026-06
WO-01057,2026-03-31 13:00:00,2026-04-01 07:12:36.028996149,HVAC,Medium,Production B,Tech E,18.2,48,1,1.3,672.67,186.47,1056.92,2026-03
WO-01058,2026-01-31 18:00:00,2026-02-03 00:52:24.055752449,HVAC,Low,Production B,Tech E,54.9,72,1,2.1,1780.6,132.93,2227.36,2026-01
WO-01059,2026-03-21 07:00:00,2026-03-21 14:36:01.112810635,HVAC,Medium,Warehouse,Tech D,7.6,48,1,0.0,394.92,307.36,702.28,2026-03
WO-01060,2026-03-02 22:00:00,2026-03-03 23:32:44.426378541,Mechanical,High,Production B,Tech D,25.5,24,0,5.8,1423.41,249.13,2538.01,2026-03
WO-01061,2026-02-13 00:00:00,2026-02-13 05:28:26.506364342,Controls,Critical,Utility Room,Tech D,5.5,8,1,3.2,221.89,145.26,852.78,2026-02
WO-01062,2026-03-26 22:00:00,2026-03-27 01:01:24.853796949,Mechanical,High,Utility Room,Tech A,3.0,24,1,3.5,94.82,198.02,819.32,2026-03
WO-01063,2026-05-23 16:00:00,2026-05-24 03:17:43.668184637,Controls,Low,Office,Tech A,11.3,72,1,0.0,486.65,155.96,642.61,2026-05
WO-01064,2026-01-08 15:00:00,2026-01-09 10:16:51.496038224,Electrical,High,Utility Room,Tech A,19.3,24,1,2.8,718.23,196.73,1339.49,2026-01
WO-01065,2026-06-22 07:00:00,2026-06-23 05:17:18.157301634,Electrical,Low,Production A,Tech C,22.3,72,1,1.2,970.39,148.05,1299.44,2026-06
WO-01066,2026-02-01 01:00:00,2026-02-01 02:35:10.470223545,General Maintenance,High,Office,Tech E,1.6,24,1,2.3,58.67,59.91,466.44,2026-02
WO-01067,2026-01-30 22:00:00,2026-01-31 02:54:08.808976153,Plumbing,High,Production B,Tech B,4.9,24,1,1.9,213.09,135.26,631.95,2026-01
WO-01068,2026-01-05 02:00:00,2026-01-05 20:36:56.888646372,Controls,Medium,Production B,Tech D,18.6,48,1,0.6,671.07,325.78,1087.2,2026-01
WO-01069,2026-06-16 09:00:00,2026-06-17 13:04:03.942647938,HVAC,Low,Warehouse,Tech D,28.1,72,1,1.4,1249.0,206.36,1658.2,2026-06
WO-01070,2026-04-19 12:00:00,2026-04-20 01:25:41.310583574,HVAC,Low,Office,Tech C,13.4,72,1,0.8,574.85,90.63,788.04,2026-04
WO-01071,2026-01-21 18:00:00,2026-01-22 06:34:42.232927854,Electrical,Medium,Warehouse,Tech D,12.6,48,1,0.4,491.41,15.4,566.21,2026-01
WO-01072,2026-06-16 07:00:00,2026-06-17 20:08:52.076992597,Controls,Low,Production A,Tech A,37.1,72,1,1.7,1331.96,74.8,1667.62,2026-06
WO-01073,2026-04-04 23:00:00,2026-04-05 03:39:38.375635464,Electrical,Medium,Warehouse,Tech C,4.7,48,1,0.0,182.96,335.74,518.7,2026-04
WO-01074,2026-06-14 16:00:00,2026-06-15 00:13:36.015521346,HVAC,Medium,Office,Tech E,8.2,48,1,0.7,266.24,190.74,554.87,2026-06
WO-01075,2026-05-04 13:00:00,2026-05-05 11:24:28.802180074,Controls,Low,Warehouse,Tech B,22.4,72,1,1.2,896.96,263.09,1345.22,2026-05
WO-01076,2026-03-28 04:00:00,2026-03-28 20:19:58.424135963,Controls,Medium,Production A,Tech A,16.3,48,1,0.6,810.13,174.91,1078.25,2026-03
WO-01077,2026-03-02 23:00:00,2026-03-03 07:23:39.163493338,General Maintenance,High,Production B,Tech C,8.4,24,1,5.3,323.54,67.37,1190.79,2026-03
WO-01078,2026-02-25 06:00:00,2026-02-26 23:16:12.053155916,Controls,Medium,Production B,Tech E,41.3,48,1,2.5,1590.54,50.74,2010.41,2026-02
WO-01079,2026-05-26 21:00:00,2026-05-27 21:38:04.364341607,Plumbing,Low,Production A,Tech E,24.6,72,1,0.8,1184.16,86.99,1396.25,2026-05
WO-01080,2026-02-21 02:00:00,2026-02-22 03:48:45.644441265,Electrical,Low,Production A,Tech C,25.8,72,1,1.4,892.48,179.73,1277.98,2026-02
WO-01081,2026-03-15 14:00:00,2026-03-19 06:39:09.967812390,Controls,Medium,Utility Room,Tech C,88.7,48,0,5.0,3748.39,166.44,4658.06,2026-03
WO-01082,2026-04-26 20:00:00,2026-04-28 16:18:52.662315189,Controls,Low,Office,Tech C,44.3,72,1,1.9,1445.72,145.11,1871.56,2026-04
WO-01083,2026-02-21 08:00:00,2026-02-22 19:17:32.207134312,HVAC,Medium,Production A,Tech B,35.3,48,1,2.3,1037.64,404.8,1787.94,2026-02
WO-01084,2026-05-17 00:00:00,2026-05-20 15:46:18.372279815,HVAC,Low,Warehouse,Tech E,87.8,72,0,4.6,2972.64,113.66,3780.11,2026-05
WO-01085,2026-01-31 11:00:00,2026-02-01 15:57:37.989832222,Electrical,Low,Production B,Tech B,29.0,72,1,1.4,1052.42,168.88,1436.69,2026-01
WO-01086,2026-01-12 04:00:00,2026-01-14 01:42:53.181017174,HVAC,Medium,Production B,Tech E,45.7,48,1,1.8,2247.44,118.26,2637.82,2026-01
WO-01087,2026-04-17 06:00:00,2026-04-18 09:36:48.424874327,Controls,Medium,Office,Tech E,27.6,48,1,1.1,1177.76,105.98,1456.15,2026-04
WO-01088,2026-05-15 00:00:00,2026-05-15 10:09:20.563997605,Plumbing,Medium,Utility Room,Tech D,10.2,48,1,0.4,430.07,141.16,631.69,2026-05
WO-01089,2026-03-21 19:00:00,2026-03-23 01:41:01.910431094,HVAC,Medium,Warehouse,Tech E,30.7,48,1,1.6,1224.34,408.53,1874.0,2026-03
WO-01090,2026-01-31 11:00:00,2026-02-01 03:54:24.207900242,Plumbing,Low,Office,Tech B,16.9,72,1,0.8,648.36,45.32,820.06,2026-01
WO-01091,2026-01-19 21:00:00,2026-01-20 18:54:12.176246097,HVAC,Low,Production B,Tech A,21.9,72,1,0.9,1075.16,284.64,1487.37,2026-01
WO-01092,2026-05-07 13:00:00,2026-05-07 18:19:36.830151439,HVAC,High,Production A,Tech D,5.3,24,1,0.0,256.67,103.21,359.88,2026-05
WO-01093,2026-04-19 18:00:00,2026-04-20 03:56:12.406798105,Electrical,Medium,Production A,Tech A,9.9,48,1,0.0,359.86,244.22,609.2,2026-04
WO-01094,2026-03-17 00:00:00,2026-03-17 19:52:34.238250336,HVAC,Medium,Warehouse,Tech E,19.9,48,1,1.1,895.76,216.17,1281.05,2026-03
WO-01095,2026-06-23 22:00:00,2026-06-24 12:38:26.053920481,HVAC,Low,Production A,Tech A,14.6,72,1,1.0,744.27,135.91,1032.46,2026-06
WO-01096,2026-06-01 22:00:00,2026-06-03 14:45:16.831873910,Electrical,Medium,Production A,Tech D,40.8,48,1,1.7,2029.66,276.91,2558.82,2026-06
WO-01097,2026-01-16 16:00:00,2026-01-18 00:41:02.525775161,HVAC,Medium,Utility Room,Tech A,32.7,48,1,2.2,1490.88,264.98,2086.91,2026-01
WO-01098,2026-06-26 01:00:00,2026-06-27 14:04:13.470613543,HVAC,Low,Utility Room,Tech A,37.1,72,1,2.1,1690.44,146.97,2154.06,2026-06
WO-01099,2026-03-20 07:00:00,2026-03-20 14:59:58.354785419,HVAC,Medium,Warehouse,Tech A,8.0,48,1,0.3,373.33,363.89,782.56,2026-03
WO-01100,2026-01-04 08:00:00,2026-01-05 05:52:06.390673200,Controls,Medium,Production A,Tech B,21.9,48,1,1.3,908.72,28.01,1125.42,2026-01
WO-01101,2026-01-26 14:00:00,2026-01-26 18:45:30.443435923,Plumbing,Critical,Production B,Tech A,4.8,8,1,0.7,140.8,152.7,401.13,2026-01
WO-01102,2026-04-07 03:00:00,2026-04-08 17:20:32.378796888,HVAC,Low,Production A,Tech A,38.3,72,1,1.6,1757.99,185.63,2185.04,2026-04
WO-01103,2026-03-01 16:00:00,2026-03-01 21:06:35.593666707,Mechanical,High,Production A,Tech E,5.1,24,1,1.8,251.53,103.54,626.0,2026-03
WO-01104,2026-02-02 10:00:00,2026-02-03 22:26:03.461217056,Electrical,Medium,Production A,Tech B,36.4,48,1,1.3,1618.5,177.7,1986.6,2026-02
WO-01105,2026-02-28 05:00:00,2026-03-02 06:24:24.431875711,HVAC,Low,Production B,Tech A,49.4,72,1,1.8,2024.3,358.56,2646.77,2026-02
WO-01106,2026-06-08 03:00:00,2026-06-08 20:30:45.643183419,Controls,Low,Warehouse,Tech D,17.5,72,1,0.4,751.26,215.0,1021.4,2026-06
WO-01107,2026-02-27 17:00:00,2026-02-27 21:14:08.066967847,Plumbing,High,Production B,Tech E,4.2,24,1,0.8,150.93,0.0,268.83,2026-02
WO-01108,2026-01-23 11:00:00,2026-01-24 15:06:10.383518514,HVAC,Medium,Utility Room,Tech D,28.1,48,1,1.7,1401.79,285.03,1935.96,2026-01
WO-01109,2026-06-12 01:00:00,2026-06-13 02:59:22.050522319,Plumbing,Medium,Warehouse,Tech C,26.0,48,1,1.4,1141.36,135.21,1491.01,2026-06
WO-01110,2026-01-01 17:00:00,2026-01-02 22:13:52.183807266,Plumbing,Medium,Production B,Tech E,29.2,48,1,1.0,1369.87,9.03,1525.8,2026-01
WO-01111,2026-03-16 08:00:00,2026-03-16 23:33:34.086655403,HVAC,High,Office,Tech C,15.6,24,1,6.2,784.13,304.74,2026.25,2026-03
WO-01112,2026-05-16 15:00:00,2026-05-17 15:09:28.604907385,HVAC,High,Production B,Tech C,24.2,24,0,7.1,1075.12,145.56,2288.59,2026-05
WO-01113,2026-03-06 23:00:00,2026-03-06 23:40:35.258183393,General Maintenance,High,Office,Tech B,0.7,24,1,0.6,31.98,72.36,189.6,2026-03
WO-01114,2026-01-30 21:00:00,2026-01-31 11:05:55.170512882,Mechanical,High,Office,Tech A,14.1,24,1,2.3,432.96,50.11,831.02,2026-01
WO-01115,2026-05-11 12:00:00,2026-05-12 06:49:48.802948460,HVAC,High,Office,Tech C,18.8,24,1,6.1,894.72,191.94,1998.37,2026-05
WO-01116,2026-05-19 21:00:00,2026-05-20 14:00:22.433684010,Plumbing,High,Warehouse,Tech B,17.0,24,1,4.8,618.77,125.65,1462.16,2026-05
WO-01117,2026-05-10 21:00:00,2026-05-11 00:28:32.917271313,General Maintenance,High,Utility Room,Tech C,3.5,24,1,0.8,112.92,31.82,264.85,2026-05
WO-01118,2026-02-06 11:00:00,2026-02-06 16:24:33.591460374,Plumbing,Critical,Warehouse,Tech C,5.4,8,1,1.5,222.04,64.95,508.7,2026-02
WO-01119,2026-02-12 23:00:00,2026-02-16 18:38:36.627966681,Controls,Low,Warehouse,Tech D,91.6,72,0,5.2,5143.5,62.75,5981.72,2026-02
WO-01120,2026-01-28 14:00:00,2026-01-28 19:09:02.869597606,Plumbing,Low,Production A,Tech A,5.2,72,1,0.7,254.59,144.67,500.12,2026-01
WO-01121,2026-05-09 07:00:00,2026-05-10 13:50:20.697522080,Electrical,Medium,Production A,Tech E,30.8,48,1,1.8,1132.13,254.08,1648.8,2026-05
WO-01122,2026-04-23 22:00:00,2026-04-24 01:43:21.288956295,Mechanical,High,Utility Room,Tech E,3.7,24,1,0.0,176.84,219.08,395.92,2026-04
WO-01123,2026-03-08 22:00:00,2026-03-09 08:21:44.034968854,General Maintenance,High,Production A,Tech E,10.4,24,1,2.4,416.41,23.77,806.01,2026-03
WO-01124,2026-06-10 08:00:00,2026-06-11 12:37:26.995467145,HVAC,Medium,Production B,Tech A,28.6,48,1,2.4,857.9,235.62,1459.52,2026-06
WO-01125,2026-06-26 04:00:00,2026-06-26 15:20:31.976990159,Controls,High,Production B,Tech E,11.3,24,1,4.0,479.37,0.0,1086.7,2026-06
WO-01126,2026-03-06 18:00:00,2026-03-07 16:14:14.249486666,Plumbing,Medium,Production A,Tech E,22.2,48,1,0.3,678.6,107.77,835.89,2026-03
WO-01127,2026-02-06 17:00:00,2026-02-08 04:52:54.915471837,Controls,Low,Warehouse,Tech B,35.9,72,1,1.8,1579.95,15.38,1870.21,2026-02
WO-01128,2026-04-12 23:00:00,2026-04-13 10:26:38.229894790,General Maintenance,Low,Production B,Tech E,11.4,72,1,0.4,416.47,92.19,563.0,2026-04
WO-01129,2026-06-28 14:00:00,2026-06-29 12:57:40.140611878,Plumbing,Low,Office,Tech C,23.0,72,1,0.5,978.41,144.67,1205.39,2026-06
WO-01130,2026-04-10 09:00:00,2026-04-11 10:24:35.538642424,HVAC,Low,Production B,Tech A,25.4,72,1,1.3,1105.88,282.59,1583.61,2026-04
WO-01131,2026-04-06 09:00:00,2026-04-07 05:38:53.499533604,Plumbing,Low,Warehouse,Tech C,20.6,72,1,1.0,801.59,78.61,1029.01,2026-04
WO-01132,2026-03-15 13:00:00,2026-03-18 06:01:51.309849096,HVAC,Medium,Production A,Tech D,65.0,48,0,2.8,1911.13,168.72,2495.52,2026-03
WO-01133,2026-03-01 07:00:00,2026-03-05 21:55:06.389518771,Mechanical,Low,Office,Tech B,110.9,72,0,5.9,5691.53,266.48,6844.24,2026-03
WO-01134,2026-04-22 13:00:00,2026-04-22 18:15:28.593172613,Electrical,High,Utility Room,Tech A,5.3,24,1,0.0,161.51,190.83,352.34,2026-04
WO-01135,2026-02-09 18:00:00,2026-02-11 03:11:58.027976362,HVAC,Medium,Production A,Tech A,33.2,48,1,1.3,1661.96,196.18,2055.22,2026-02
WO-01136,2026-05-25 14:00:00,2026-05-26 03:33:24.707770493,Mechanical,High,Production B,Tech E,13.6,24,1,2.8,396.38,351.5,1172.15,2026-05
WO-01137,2026-03-22 19:00:00,2026-03-23 03:38:25.402321834,Mechanical,Medium,Production A,Tech B,8.6,48,1,0.7,378.68,136.27,614.57,2026-03
WO-01138,2026-03-25 08:00:00,2026-03-28 02:59:42.752418649,HVAC,Low,Office,Tech B,67.0,72,1,4.2,3175.37,230.48,4031.14,2026-03
WO-01139,2026-01-19 13:00:00,2026-01-20 09:25:52.733164193,HVAC,High,Warehouse,Tech A,20.4,24,1,2.5,863.12,285.24,1530.5,2026-01
WO-01140,2026-03-01 03:00:00,2026-03-02 03:28:21.446555496,Plumbing,Low,Production A,Tech A,24.5,72,1,0.6,1074.98,190.53,1354.79,2026-03
WO-01141,2026-06-12 19:00:00,2026-06-13 20:14:16.529497206,Electrical,High,Production B,Tech A,25.2,24,0,5.4,819.78,250.72,1878.65,2026-06
WO-01142,2026-06-06 15:00:00,2026-06-07 05:14:36.353499373,Electrical,High,Utility Room,Tech D,14.2,24,1,3.6,602.27,153.99,1302.69,2026-06
WO-01143,2026-04-15 10:00:00,2026-04-16 14:14:12.896915349,General Maintenance,Medium,Production A,Tech B,28.2,48,1,1.5,1434.09,70.12,1726.7,2026-04
WO-01144,2026-03-15 00:00:00,2026-03-17 19:18:01.254928747,HVAC,Low,Production B,Tech D,67.3,72,1,4.1,2556.54,58.12,3234.84,2026-03
WO-01145,2026-04-07 00:00:00,2026-04-07 20:52:55.576176620,HVAC,Low,Office,Tech A,20.9,72,1,1.4,628.98,168.0,1003.66,2026-04
WO-01146,2026-04-02 14:00:00,2026-04-03 11:37:17.215065386,Plumbing,Low,Office,Tech D,21.6,72,1,0.0,698.75,89.13,787.88,2026-04
WO-01147,2026-04-27 08:00:00,2026-04-27 17:47:36.701590129,HVAC,Low,Production A,Tech C,9.8,72,1,1.0,421.46,243.73,810.44,2026-04
WO-01148,2026-06-17 01:00:00,2026-06-18 11:12:37.637948257,HVAC,Medium,Utility Room,Tech A,34.2,48,1,1.6,1019.09,200.59,1463.48,2026-06
WO-01149,2026-05-14 12:00:00,2026-05-15 08:36:41.697328144,Controls,Medium,Utility Room,Tech B,20.6,48,1,1.0,613.9,120.21,880.84,2026-05
WO-01150,2026-02-04 19:00:00,2026-02-05 17:31:33.550296142,HVAC,Low,Utility Room,Tech B,22.5,72,1,1.4,1163.26,90.11,1461.58,2026-02
WO-01151,2026-03-28 22:00:00,2026-03-30 07:16:11.258400293,HVAC,Low,Production A,Tech B,33.3,72,1,1.2,1305.93,120.05,1605.91,2026-03
WO-01152,2026-06-04 20:00:00,2026-06-05 03:45:56.979221700,HVAC,Medium,Production A,Tech C,7.8,48,1,1.1,294.69,92.46,553.57,2026-06
WO-01153,2026-03-19 22:00:00,2026-03-21 13:35:05.560309330,Controls,Low,Production A,Tech C,39.6,72,1,2.9,1419.27,52.77,1900.24,2026-03
WO-01154,2026-01-02 23:00:00,2026-01-03 05:31:30.144337730,HVAC,Medium,Production B,Tech E,6.5,48,1,0.0,313.86,148.99,462.85,2026-01
